TA20;Taylorcraft;20 Seabird
TA20;Taylorcraft;20 Topper
TA20;Taylorcraft;20 Zephyr 400
TAMP;SOCATA;Tampico
TAMP;SOCATA;TB-9 Tampico
TAYA;Taylorcraft;A
TAYB;Taylorcraft;BC
TAYD;Taylorcraft;DC
TB30;Aerospatiale / SNIAS;TB-30 Epsilon
TB30;SOCATA;TB-30 Epsilon
TB31;SOCATA;TB-31 Omega
TBM;Grumman;TBF Avenger
TBM7;SOCATA;TBM-700
TBM8;SOCATA;TBM-850
TCAT;Grumman;F7F Tigercat
TCOU;Helio;Twin Courier
TEX2;Hawker-Beechcraft;CT-156 Harvard 2
TEX2;Hawker-Beechcraft;T-6 Texan 2
TF19;Taylorcraft;Sportsman (F-19)
TF21;Taylorcraft;F-21
TF22;Taylorcraft;F-22
TIGR;Eurocopter;EC-665 Tiger / Tigre
TIJU;Avions Fairey;Tipsy Junior
TIPB;Avions Fairey;Tipsy B
TIPB;Avions Fairey;Tipsy BC
TIPB;Avions Fairey;Tipsy Belfair
TIPB;Avions Fairey;Tipsy Trainer
TOBA;SOCATA;TB-10 Tobago
TOR;Panavia;Tornado
TOUR;AESL;Airtourer
TOUR;Victa / AESL;Airtourer
TPIN;Scottish Aviation;Twin Pioneer
TRID;De Havilland;DH-121 Trident
TRID;Hawker-Siddeley;HS-121 Trident
TRIM;Ford;4-AT Tri-Motor
TRIM;Ford;5-AT Tri-Motor
TRIN;SOCATA;TB-20 Trinidad
TRIS;Britten Norman;BN-2A Mk3 Trislander
TRMA;Stinson;Tri-Motor (A)
TS11;PZL Mielec;TS-11 Iskra
TS8;PZL Mielec;TS-8 Bies
TU16;Tupolev;Tu-16
TU22;Tupolev;Tu-22
TU4;Tupolev;Tu-4
TU95;Tupolev;Tu-142
TU95;Tupolev;Tu-20
TU95;Tupolev;Tu-95
TUCA;EMBRAER;EMB-312 Tucano
TUCA;EMBRAER;T-27 Tucano
TUCA;Shorts;Tucano
TUTR;AVRO;621 Tutor
U16;Grumman;Albatross
U2;Lockheed;U-2
U21;Beech;U-21A Ute
UH1;Bell Helicopter;UH-1 Iroquois
UH1;Bell Helicopter;205
UH1;Bell Helicopter;212
UH12;Fairchild-Hiller;OH-23 Raven
UH12;Hiller;OH-23 Raven
UH1Y;Bell Helicopter;UH-1Y
US1;Shin Meiwa;US-1
UT60;UTVA;60
UT65;UTVA;65 Privrednik
UT66;UTVA;66
UT75;UTVA;75
UU12;Udet;U-12 Flamingo Replica
V1;Grumman;OV-1 Mohawk
V10;North American;OV-10 Bronco
V10;North American Rockwell;OV-10 Bronco
V10;Rockwell;OV-10 Bronco
V22;Bell Helicopter;V-22 Osprey
V22;Boeing Vertol;V-22 Osprey
V22;Bell-Boeing;V-22 Osprey
VALI;Convair;BT-13 Valiant
VALI;Vultee;BT-13 Valiant
VAMP;De Havilland;DH-100 Vampire
VAMP;De Havilland;DH-115 Vampire
VAUT;Sud;SO-4050 Vautour
VC10;BAC;VC-10
VC10;Vickers;VC-10
VF14;VFW;VFW-614
VF35;Lockheed;F-35B Lightning II
VGUL;Percival;Vega Gull
VIMY;Vickers;FB-27 Vimy Replica
VISC;Vickers;Viscount
VMT;Myasishchev;VM-T Atlant
VNOM;De Havilland;DH-112 Venom
VO10;Aero Commander;Commander 100
VO10;North American Rockwell;Darter Commander
VO10;Volaircraft;Volaire 10
VP2;Evans;VP-2 Volksplane
VTOR;Partenavia;AP-68TP-600 Viator
W3;PZL Swidnik;W-3 Sok
WA40;Wassmer;WA-40 Super 4
WA41;Wassmer;WA-41 Baladou
WA42;Wassmer;WA-421 Prestige
WA50;Wassmer;WA-51 Pacific
WA50;Wassmer;WA-52 Europa
WA50;Wassmer;WA-54 Atlantic
WA80;Wassmer;WA-80 Piranha
WAC9;WACO;9
WACA;WACO;IBA, PBA, PLA, RBA, UBA, ULA
WACC;WACO;YKC, YKS, YOC, YQC, ZGC, ZKS, ZQC
WACC;WACO;AGC, AQC
WACC;WACO;CJC, CUC, DJC, DQC, EGC, EQC, QDC
WACC;WACO;UEC, UIC, UKC, UKS, VKS
WACD;WACO;S3HD
WACE;WACO;E (ARE/HRE/SRE) Aristocrat
WACF;WACO Classic;YMF
WACF;WACO;YMF, YPF, ZPF
WACF;WACO;CPF, ENF, INF, KNF, PBF, PCF, QCF
WACF;WACO;RNF
WACF;WACO;UBF, UMF, UPF
WACG;WACO;CRG
WACM;WACO;JWM, JYM
WACN;WACO;AVN
WACN;WACO;ZVN
WACO;WACO;10
WACO;WACO;125
WACO;WACO;ASO, ATO
WACO;WACO;BSO, CSO, CTO, DSO
WACO;WACO;GXE
WACO;WACO;PSO
WACO;WACO;QSO
WACT;WACO;RPT
WASP;Westland;Wasp
WCAT;Grumman;F4F Wildcat
WESX;Westland;Wessex
WG30;Westland;30
WHIT;Miles;M-11 Whitney Straight
WIRR;CAC;CA-16 Wirraway
WW23;IAI;1123 Westwind
WW24;IAI;1124 Westwind
Y11;HAMC / Harbin;Y-11
Y112;Yakovlev / Jakovlev;Yak-112
Y12;HAMC / Harbin;Y-12
Y130;Aermacchi / Macchi;M-346
Y130;Yakovlev / Jakovlev;Yak-130
Y141;Yakovlev / Jakovlev;Yak-141
Y18T;Technoavia (Interavia);SM-2000P
Y18T;Technoavia (Interavia);SM-94
Y18T;Yakovlev / Jakovlev;Yak-18T
YAK3;Yakovlev / Jakovlev;Yak-3
YAK9;Yakovlev / Jakovlev;Yak-9
YALE;North American;Yale
YK11;LET;C-11
YK11;Yakovlev / Jakovlev;Yak-11
YK12;PZL Okecie;Yak-12
YK12;Yakovlev / Jakovlev;Yak-12
YK18;Nanchang;CJ-5
YK18;Yakovlev / Jakovlev;Yak-18
YK18;Yakovlev / Jakovlev;Yak-18U
YK28;Yakovlev / Jakovlev;Yak-28
YK38;Yakovlev / Jakovlev;Yak-38
YK40;Yakovlev / Jakovlev;Yak-40
YK42;Yakovlev / Jakovlev;Yak-142
YK42;Yakovlev / Jakovlev;Yak-42
YK50;Yakovlev / Jakovlev;Yak-50
YK52;Aerostar;Yak-52
YK52;Yakovlev / Jakovlev;Yak-52
YK53;Yakovlev / Jakovlev;Yak-53
YK54;Yakovlev / Jakovlev;Yak-54
YK55;Yakovlev / Jakovlev;Yak-55
YK58;Yakovlev / Jakovlev;Yak-58
YS11;NAMC;YS-11
YURO;IAR;IAR-93 / J-22 Orao
YURO;SOKO;J-22 Orao
Z22;Zlin;Z-22 Junak
Z22;Zlin;Zlin Z-22 Junak
Z26;Zlin;Z-126 Trener 2
Z26;Zlin;Zlin Z-126 Trener 2
Z26;Zlin;Z-226 Akrobat
Z26;Zlin;Z-226 Trener 6
Z26;Zlin;Zlin Z-226 Akrobat
Z26;Zlin;Zlin Z-226 Trener 6
Z26;Zlin;Z-326 Akrobat
Z26;Zlin;Z-326 Trener Master
Z26;Zlin;Zlin Z-326 Akrobat
Z26;Zlin;Zlin Z-326 Trener Master
Z26;Zlin;Z-526 Akrobat
Z26;Zlin;Z-526 Trener Master
Z26;Zlin;Zlin Z-526 Akrobat
Z26;Zlin;Zlin Z-526 Trener Master
Z26;Zlin;Z-26 Trener
Z26;Zlin;Z-626
Z26;Zlin;Z-726 Universal
Z26;Zlin;Zlin Z-26 Trener
Z26;Zlin;Zlin Z-626
Z26;Zlin;Zlin Z-726 Universal
Z37P;LET;Z-237 Cmel
Z37P;Zlin;Z-237 Cmel
Z37P;LET;Z-37 Cmel
Z37P;Zlin;Z-37 Cmel
Z37T;Zlin;Z-137 Agro Turbo
Z37T;Zlin;Z-37T Agro Turbo
Z42;Zlin;Z-142
Z42;Zlin;Zlin Z-142
Z42;Zlin;Z-42
Z42;Zlin;Zlin Z-42
Z42;Zlin;Z-242
Z42;Zlin;Zlin Z-242
Z43;Zlin;Z-143
Z43;Zlin;Zlin Z-143
Z43;Zlin;Z-43
Z43;Zlin;Zlin Z-43
Z50;Zlin;Z-50
Z50;Zlin;Zlin Z-50
ZERO;Mitsubishi;A6M Zero
