HSSJ;Juba International Airport;South Sudan
HSSM;Malakal Airport;South Sudan
HSSS;Khartoum International Airport;Sudan
HSWW;Wau Airport;South Sudan
HTAR;Arusha Airport;Tanzania
HTDA;Julius Nyerere International Airport;Tanzania
HTDO;Dodoma Airport;Tanzania
HTGW;Songwe Airport;Tanzania
HTIR;Iringa Airport;Tanzania
HTKJ;Kilimanjaro International Airport;Tanzania
HTLM;Lake Manyara Airport;Tanzania
HTMT;Mtwara Airport;Tanzania
HTMW;Mwanza Airport;Tanzania
HTPE;Pemba Airport;Tanzania
HTTG;Tanga Airport;Tanzania
HTZA;Abeid Amani Karume International Airport;Tanzania
HU-0002;Kalocsa/Foktő Airport;Hungary
HUAR;Arua Airport;Uganda
HUEN;Entebbe International Airport;Uganda
HUGU;Gulu Airport;Uganda
HUSO;Soroti Airport;Uganda
IBL;Indigo Bay Lodge Airport;Mozambique
ID-0017;Aji Pangeran Tumenggung Pranoto International Airport;Indonesia
ID-ZGP;Bilogai-Sugapa Airport;Indonesia
IN-0011;Jakkur Aerodrome;India
IQ-0016;H1 New Air Base;Iraq
IQ-0017;H2 Air Base;Iraq
IQ-0018;H3 Air Base;Iraq
IQ-0020;H3 Northwest AFB;Iraq
IQ-0021;H3 Southwest Air Base;Iraq
IQ-0024;Jalibah Southeast Air Base;Iraq
IQ-0030;Kut Al Hayy East Air Base;Iraq
IQ-0034;Qalat Salih Air Base;Iraq
IQ-0039;Rasheed Air Base;Iraq
IQ-0040;Ruwayshid Air Base;Iraq
IQ-0042;Sahl Sinjar Air Base;Iraq
IQ-0044;Salum Air Base;Iraq
IQ-0045;Samarra East Air Base;Iraq
IQ-0051;Tal Ashtah New Air Base;Iraq
IQ-0054;Tuz Khurmatu Air Base;Iraq
IQ-0055;Wadi Al Khirr New Air Base;Iraq
ISG;New Ishigaki Airport;Japan
JGD;Jiagedaqi Airport;China
JIQ;Qianjiang Wulingshan Airport;China
JJD;Comandante Ariston Pessoa Airport;Brazil
K79J;South Alabama Regional At Bill Benton Field Airport;United States
KABE;Lehigh Valley International Airport;United States
KABI;Abilene Regional Airport;United States
KABQ;Albuquerque International Sunport;United States
KABR;Aberdeen Regional Airport;United States
KABY;Southwest Georgia Regional Airport;United States
KACK;Nantucket Memorial Airport;United States
KACT;Waco Regional Airport;United States
KACV;California Redwood Coast-Humboldt County Airport;United States
KACY;Atlantic City International Airport;United States
KADW;Joint Base Andrews;United States
KAEX;Alexandria International Airport;United States
KAFW;Fort Worth Alliance Airport;United States
KAGC;Allegheny County Airport;United States
KAGS;Augusta Regional At Bush Field;United States
KAHN;Athens Ben Epps Airport;United States
KAKR;Akron Fulton International Airport;United States
KALB;Albany International Airport;United States
KALI;Alice International Airport;United States
KALM;Alamogordo White Sands Regional Airport;United States
KALN;St Louis Regional Airport;United States
KALO;Waterloo Regional Airport;United States
KALS;San Luis Valley Regional Bergman Field;United States
KALW;Walla Walla Regional Airport;United States
KAMA;Rick Husband Amarillo International Airport;United States
KANB;Anniston Regional Airport;United States
KAND;Anderson Regional Airport;United States
KAOO;Altoona Blair County Airport;United States
KAPA;Centennial Airport;United States
KAPF;Naples Municipal Airport;United States
KAPG;Phillips Army Air Field;United States
KAPN;Alpena County Regional Airport;United States
KARA;Acadiana Regional Airport;United States
KART;Watertown International Airport;United States
KASE;Aspen-Pitkin Co/Sardy Field;United States
KAST;Astoria Regional Airport;United States
KATL;Hartsfield Jackson Atlanta International Airport;United States
KATY;Watertown Regional Airport;United States
KAUG;Augusta State Airport;United States
KAUS;Austin Bergstrom International Airport;United States
KAUW;Wausau Downtown Airport;United States
KAVL;Asheville Regional Airport;United States
KAVP;Wilkes Barre Scranton International Airport;United States
KAXN;Chandler Field;United States
KAZO;Kalamazoo Battle Creek International Airport;United States
KBAB;Beale Air Force Base;United States
KBAD;Barksdale Air Force Base;United States
KBAF;Westfield-Barnes Regional Airport;United States
KBAK;Columbus Municipal Airport;United States
KBBD;Curtis Field;United States
KBCE;Bryce Canyon Airport;United States
KBDE;Baudette International Airport;United States
KBDL;Bradley International Airport;United States
KBDR;Igor I Sikorsky Memorial Airport;United States
KBED;Laurence G Hanscom Field;United States
KBFD;Bradford Regional Airport;United States
KBFF;Western Neb. Rgnl/William B. Heilig Airport;United States
KBFI;Boeing Field King County International Airport;United States
KBFL;Meadows Field;United States
KBFM;Mobile Downtown Airport;United States
KBGM;Greater Binghamton/Edwin A Link field;United States
KBGR;Bangor International Airport;United States
KBHB;Hancock County-Bar Harbor Airport;United States
KBHM;Birmingham-Shuttlesworth International Airport;United States
KBIF;Biggs Army Air Field (Fort Bliss);United States
KBIH;Eastern Sierra Regional Airport;United States
KBIL;Billings Logan International Airport;United States
KBIS;Bismarck Municipal Airport;United States
KBIX;Keesler Air Force Base;United States
KBJC;Rocky Mountain Metropolitan Airport;United States
KBJI;Bemidji Regional Airport;United States
KBKE;Baker City Municipal Airport;United States
KBKF;Buckley Air Force Base;United States
KBKL;Burke Lakefront Airport;United States
KBKW;Raleigh County Memorial Airport;United States
KBLF;Mercer County Airport;United States
KBLH;Blythe Airport;United States
KBLI;Bellingham International Airport;United States
KBLV;Scott AFB/Midamerica Airport;United States
KBMG;Monroe County Airport;United States
KBMI;Central Illinois Regional Airport at Bloomington-Normal;United States
KBNA;Nashville International Airport;United States
KBNO;Burns Municipal Airport;United States
KBOI;Boise Air Terminal/Gowen Field;United States
KBOS;General Edward Lawrence Logan International Airport;United States
KBPI;Miley Memorial Field;United States
KBPK;Ozark Regional Airport;United States
KBPT;Southeast Texas Regional Airport;United States
KBQK;Brunswick Golden Isles Airport;United States
KBRD;Brainerd Lakes Regional Airport;United States
KBRL;Southeast Iowa Regional Airport;United States
KBRO;Brownsville South Padre Island International Airport;United States
KBTL;W K Kellogg Airport;United States
KBTM;Bert Mooney Airport;United States
KBTR;Baton Rouge Metropolitan Airport;United States
KBTV;Burlington International Airport;United States
KBUF;Buffalo Niagara International Airport;United States
KBUR;Bob Hope Airport;United States
KBVI;Beaver County Airport;United States
KBVY;Beverly Municipal Airport;United States
KBWG;Bowling Green Warren County Regional Airport;United States
KBWI;Baltimore/Washington International Thurgood Marshall Airport;United States
KBYH;Arkansas International Airport;United States
KBYI;Burley Municipal Airport;United States
KBYS;Bicycle Lake Army Air Field;United States
KBZN;Gallatin Field;United States
KCAE;Columbia Metropolitan Airport;United States
KCAK;Akron Canton Regional Airport;United States
KCAR;Caribou Municipal Airport;United States
KCBM;Columbus Air Force Base;United States
KCCY;Northeast Iowa Regional Airport;United States
KCDC;Cedar City Regional Airport;United States
KCDR;Chadron Municipal Airport;United States
KCDS;Childress Municipal Airport;United States
KCEC;Jack Mc Namara Field Airport;United States
KCEF;Westover ARB/Metropolitan Airport;United States
KCEW;Bob Sikes Airport;United States
KCGF;Cuyahoga County Airport;United States
KCGI;Cape Girardeau Regional Airport;United States
KCHA;Lovell Field;United States
KCHO;Charlottesville Albemarle Airport;United States
KCHS;Charleston Air Force Base-International Airport;United States
KCID;The Eastern Iowa Airport;United States
KCIU;Chippewa County International Airport;United States
KCKB;North Central West Virginia Airport;United States
KCLE;Cleveland Hopkins International Airport;United States
KCLL;Easterwood Field;United States
KCLM;William R Fairchild International Airport;United States
KCLT;Charlotte Douglas International Airport;United States
KCMH;John Glenn Columbus International Airport;United States
KCMI;University of Illinois Willard Airport;United States
KCMX;Houghton County Memorial Airport;United States
KCNM;Cavern City Air Terminal;United States
KCNU;Chanute Martin Johnson Airport;United States
KCOD;Yellowstone Regional Airport;United States
KCOE;Coeur D'Alene - Pappy Boyington Field;United States
KCOF;Patrick Air Force Base;United States
KCON;Concord Municipal Airport;United States
KCOS;City of Colorado Springs Municipal Airport;United States
KCOU;Columbia Regional Airport;United States
KCPR;Casper-Natrona County International Airport;United States
KCRE;Grand Strand Airport;United States
KCRG;Jacksonville Executive at Craig Airport;United States
KCRP;Corpus Christi International Airport;United States
KCRQ;Mc Clellan-Palomar Airport;United States
KCRW;Yeager Airport;United States
KCSG;Columbus Metropolitan Airport;United States
KCSV;Crossville Memorial Whitson Field;United States
KCTB;Cut Bank International Airport;United States
KCUB;Jim Hamilton L.B. Owens Airport;United States
KCVG;Cincinnati Northern Kentucky International Airport;United States
KCVO;Corvallis Municipal Airport;United States
KCVS;Cannon Air Force Base;United States
KCWA;Central Wisconsin Airport;United States
KCXO;Conroe-North Houston Regional Airport;United States
KCYS;Cheyenne Regional Jerry Olson Field;United States
KCZ;Kochi Airport (Ã©Â«Â˜Ã§ÂŸÂ¥Ã§Â©ÂºÃ¦Â¸Â¯);Japan
KDAA;Davison Army Air Field;United States
KDAB;Daytona Beach International Airport;United States
KDAG;Barstow Daggett Airport;United States
KDAL;Dallas Love Field;United States
KDAN;Danville Regional Airport;United States
KDAY;James M Cox Dayton International Airport;United States
KDBQ;Dubuque Regional Airport;United States
KDCA;Ronald Reagan Washington National Airport;United States
KDDC;Dodge City Regional Airport;United States
KDEC;Decatur Airport;United States
KDEN;Denver International Airport;United States
KDET;Coleman A. Young Municipal Airport;United States
KDFW;Dallas Fort Worth International Airport;United States
KDHN;Dothan Regional Airport;United States
KDHT;Dalhart Municipal Airport;United States
KDIK;Dickinson Theodore Roosevelt Regional Airport;United States
KDLF;DLF Airport;United States
KDLH;Duluth International Airport;United States
KDLS;Columbia Gorge Regional the Dalles Municipal Airport;United States
KDMA;Davis Monthan Air Force Base;United States
KDMN;Deming Municipal Airport;United States
KDNL;Daniel Field;United States
KDOV;Dover Air Force Base;United States
KDPA;Dupage Airport;United States
KDRA;Desert Rock Airport;United States
KDRI;Beauregard Regional Airport;United States
KDRT;Del Rio International Airport;United States
KDSM;Des Moines International Airport;United States
KDTW;Detroit Metropolitan Wayne County Airport;United States
KDUG;Bisbee Douglas International Airport;United States
KDUJ;DuBois Regional Airport;United States
KDYS;Dyess Air Force Base;United States
KE-0075;Laikipia Air Base;Kenya
KEAT;Pangborn Memorial Airport;United States
KEAU;Chippewa Valley Regional Airport;United States
KECG;Elizabeth City Regional Airport & Coast Guard Air Station;United States
KECP;Northwest Florida Beaches International Airport;United States
KEDW;Edwards Air Force Base;United States
KEED;Needles Airport;United States
KEEN;Dillant Hopkins Airport;United States
KEET;Shelby County Airport;United States
KEFD;Ellington Airport;United States
KEGE;Eagle County Regional Airport;United States
KEGI;Duke Field;United States
KEKA;Murray Field;United States
KEKN;Elkins-Randolph Co-Jennings Randolph Field;United States
KEKO;Elko Regional Airport;United States
KELD;South Arkansas Regional At Goodwin Field;United States
KELM;Elmira Corning Regional Airport;United States
KELO;Ely Municipal Airport;United States
KELP;El Paso International Airport;United States
KELY;Ely Airport Yelland Field;United States
KEND;Vance Air Force Base;United States
KENV;Wendover Airport;United States
KENW;Kenosha Regional Airport;United States
KERI;Erie International Tom Ridge Field;United States
KESF;Esler Regional Airport;United States
KEUG;Mahlon Sweet Field;United States
KEVV;Evansville Regional Airport;United States
KEVW;Evanston-Uinta County Airport-Burns Field;United States
KEWB;New Bedford Regional Airport;United States
KEWN;Coastal Carolina Regional Airport;United States
KEWR;Newark Liberty International Airport;United States
KEYW;Key West International Airport;United States
KFAF;Felker Army Air Field;United States
KFAR;Hector International Airport;United States
KFAT;Fresno Yosemite International Airport;United States
KFAY;Fayetteville Regional Grannis Field;United States
KFBG;Simmons Army Air Field;United States
KFCS;Butts AAF (Fort Carson) Air Field;United States
KFDY;Findlay Airport;United States
KFFO;Wright-Patterson Air Force Base;United States
KFHU;Sierra Vista Municipal Airport / Libby Army Air Field;United States
KFKL;Venango Regional Airport;United States
KFLG;Flagstaff Pulliam Airport;United States
KFLL;Fort Lauderdale Hollywood International Airport;United States
KFLO;Florence Regional Airport;United States
KFME;Tipton Airport;United States
KFMN;Four Corners Regional Airport;United States
KFMY;Page Field;United States
KFNT;Bishop International Airport;United States
KFOD;Fort Dodge Regional Airport;United States
KFOE;Topeka Regional Airport - Forbes Field;United States
KFPR;St Lucie County International Airport;United States
KFRG;Republic Airport;United States
KFRI;Marshall Army Air Field;United States
KFSD;Joe Foss Field Airport;United States
KFSI;Henry Post Army Air Field (Fort Sill);United States
KFSM;Fort Smith Regional Airport;United States
KFST;Fort Stockton Pecos County Airport;United States
KFTK;Godman Army Air Field;United States
KFTW;Fort Worth Meacham International Airport;United States
KFTY;Fulton County Airport Brown Field;United States
KFWA;Fort Wayne International Airport;United States
KFXE;Fort Lauderdale Executive Airport;United States
KFYV;Drake Field;United States
KG-0001;Jalal-Abad Airport;Kyrgyzstan
KGCC;Gillette Campbell County Airport;United States
KGCK;Garden City Regional Airport;United States
KGCN;Grand Canyon National Park Airport;United States
KGDV;Dawson Community Airport;United States
KGEG;Spokane International Airport;United States
KGFK;Grand Forks International Airport;United States
KGFL;Floyd Bennett Memorial Airport;United States
KGGG;East Texas Regional Airport;United States
KGGW;Wokal Field/Glasgow-Valley County Airport;United States
KGJT;Grand Junction Regional Airport;United States
KGLD;Renner Field-Goodland Municipal Airport;United States
KGLH;Mid Delta Regional Airport;United States
KGLS;Scholes International At Galveston Airport;United States
KGMU;Greenville Downtown Airport;United States
KGNV;Gainesville Regional Airport;United States
KGON;Groton New London Airport;United States
KGPI;Glacier Park International Airport;United States
KGPT;Gulfport Biloxi International Airport;United States
KGRB;Austin Straubel International Airport;United States
KGRF;Gray Army Air Field;United States
KGRI;Central Nebraska Regional Airport;United States
KGRK;Robert Gray  Army Air Field Airport;United States
KGRR;Gerald R. Ford International Airport;United States
KGSB;Seymour Johnson Air Force Base;United States
KGSO;Piedmont Triad International Airport;United States
KGSP;Greenville Spartanburg International Airport;United States
KGTB;Wheeler Sack Army Air Field;United States
KGTF;Great Falls International Airport;United States
KGTR;Golden Triangle Regional Airport;United States
KGUP;Gallup Municipal Airport;United States
KGUS;Grissom Air Reserve Base;United States
KGUY;Guymon Municipal Airport;United States
KGWO;GreenwoodÃ¢Â€Â“Leflore Airport;United States
KGYY;Gary Chicago International Airport;United States
KHBG;Hattiesburg Bobby L Chain Municipal Airport;United States
KHBR;Hobart Regional Airport;United States
KHFD;Hartford Brainard Airport;United States
KHGR;Hagerstown Regional Richard A Henson Field;United States
KHHR;Jack Northrop Field Hawthorne Municipal Airport;United States
KHIB;Range Regional Airport;United States
KHIF;Hill Air Force Base;United States
KHIO;Portland Hillsboro Airport;United States
KHKY;Hickory Regional Airport;United States
KHLG;Wheeling Ohio County Airport;United States
KHLN;Helena Regional Airport;United States
KHLR;Hood Army Air Field;United States
KHMN;Holloman Air Force Base;United States
KHOB;Lea County Regional Airport;United States
KHON;Huron Regional Airport;United States
KHOP;Campbell AAF (Fort Campbell) Air Field;United States
KHOT;Memorial Field;United States
KHOU;William P Hobby Airport;United States
KHPN;Westchester County Airport;United States
KHQM;Bowerman Airport;United States
KHRL;Valley International Airport;United States
KHRO;Boone County Airport;United States
KHRT;Hurlburt Field;United States
KHST;Homestead ARB Airport;United States
KHSV;Huntsville International Carl T Jones Field;United States
KHTS;Tri-State/Milton J. Ferguson Field;United States
KHUA;Redstone Army Air Field;United States
KHUF;Terre Haute Regional Airport, Hulman Field;United States
KHUL;Houlton International Airport;United States
KHUT;Hutchinson Municipal Airport;United States
KHVN;Tweed New Haven Airport;United States
KHVR;Havre City County Airport;United States
KHYA;Barnstable Municipal Boardman Polando Field;United States
KHYI;San Marcos Regional Airport;United States
KHYR;Sawyer County Airport;United States
KHYS;Hays Regional Airport;United States
KIAB;Mc Connell Air Force Base;United States
KIAD;Washington Dulles International Airport;United States
KIAG;Niagara Falls International Airport;United States
KIAH;George Bush Intercontinental Houston Airport;United States
KICT;Wichita Eisenhower National Airport;United States
KIDA;Idaho Falls Regional Airport;United States
KIKK;Greater Kankakee Airport;United States
KILG;New Castle Airport;United States
KILM;Wilmington International Airport;United States
KILN;Wilmington Airpark;United States
KIND;Indianapolis International Airport;United States
KINK;Winkler County Airport;United States
KINL;Falls International Airport;United States
KINT;Smith Reynolds Airport;United States
KINW;Winslow Lindbergh Regional Airport;United States
KIPL;Imperial County Airport;United States
KIPT;Williamsport Regional Airport;United States
KIRK;Kirksville Regional Airport;United States
KISM;Kissimmee Gateway Airport;United States
KISN;Sloulin Field International Airport;United States
KISO;Kinston Regional Jetport At Stallings Field;United States
KISP;Long Island Mac Arthur Airport;United States
KITH;Ithaca Tompkins Regional Airport;United States
KIWA;Phoenix-Mesa-Gateway Airport;United States
KJAC;Jackson Hole Airport;United States
KJAN;Jackson-Medgar Wiley Evers International Airport;United States
KJAX;Jacksonville International Airport;United States
KJBR;Jonesboro Municipal Airport;United States
KJCT;Kimble County Airport;United States
KJFK;John F Kennedy International Airport;United States
KJHW;Chautauqua County-Jamestown Airport;United States
KJKL;Julian Carroll Airport;United States
KJLN;Joplin Regional Airport;United States
KJMS;Jamestown Regional Airport;United States
KJST;John Murtha Johnstown Cambria County Airport;United States
KJXN;Jackson County Reynolds Field;United States
KKLS;Southwest Washington Regional Airport;United States
KLAF;Purdue University Airport;United States
KLAL;Lakeland Linder International Airport;United States
KLAN;Capital City Airport;United States
KLAR;Laramie Regional Airport;United States
KLAS;McCarran International Airport;United States
KLAW;Lawton Fort Sill Regional Airport;United States
KLAX;Los Angeles International Airport;United States
KLBB;Lubbock Preston Smith International Airport;United States
KLBE;Arnold Palmer Regional Airport;United States
KLBF;North Platte Regional Airport Lee Bird Field;United States
KLBL;Liberal Mid-America Regional Airport;United States
KLBT;Lumberton Regional Airport;United States
KLBX;Texas Gulf Coast Regional Airport;United States
KLCH;Lake Charles Regional Airport;United States
KLCK;Rickenbacker International Airport;United States
KLEB;Lebanon Municipal Airport;United States
KLEE;Leesburg International Airport;United States
KLEX;Blue Grass Airport;United States
KLFI;Langley Air Force Base;United States
KLFK;Angelina County Airport;United States
KLFT;Lafayette Regional Airport;United States
KLGA;La Guardia Airport;United States
KLGB;Long Beach /Daugherty Field/ Airport;United States
KLGU;Logan-Cache Airport;United States
KLIT;Bill & Hillary Clinton National Airport/Adams Field;United States
KLLQ;Monticello Municipal Ellis Field;United States
KLMT;Crater Lake-Klamath Regional Airport;United States
KLND;Hunt Field;United States
KLNK;Lincoln Airport;United States
KLNS;Lancaster Airport;United States
KLOL;Derby Field;United States
KLOU;Bowman Field;United States
KLOZ;London-Corbin Airport/Magee Field;United States
KLRD;Laredo International Airport;United States
KLRF;Little Rock Air Force Base;United States
KLRU;Las Cruces International Airport;United States
KLSE;La Crosse Municipal Airport;United States
KLSF;Lawson Army Air Field (Fort Benning);United States
KLSV;Nellis Air Force Base;United States
KLTS;Altus Air Force Base;United States
KLUF;Luke Air Force Base;United States
KLUK;Cincinnati Municipal Airport Lunken Field;United States
KLVM;Mission Field;United States
KLVS;Las Vegas Municipal Airport;United States
KLWB;Greenbrier Valley Airport;United States
KLWM;Lawrence Municipal Airport;United States
KLWS;Lewiston Nez Perce County Airport;United States
KLWT;Lewistown Municipal Airport;United States
KLYH;Lynchburg Regional Preston Glenn Field;United States
KMAF;Midland International Airport;United States
KMBG;Mobridge Municipal Airport;United States
KMBS;MBS International Airport;United States
KMCB;Mc Comb/Pike County Airport/John E Lewis Field;United States
KMCC;Mc Clellan Airfield;United States
KMCE;Merced Regional Macready Field;United States
KMCF;Mac Dill Air Force Base;United States
KMCI;Kansas City International Airport;United States
KMCK;Mc Cook Ben Nelson Regional Airport;United States
KMCN;Middle Georgia Regional Airport;United States
KMCO;Orlando International Airport;United States
KMCW;Mason City Municipal Airport;United States
KMDH;Southern Illinois Airport;United States
KMDT;Harrisburg International Airport;United States
KMDW;Chicago Midway International Airport;United States
KMEI;Key Field;United States
KMEM;Memphis International Airport;United States
KMER;Castle Airport;United States
KMFD;Mansfield Lahm Regional Airport;United States
KMFE;Mc Allen Miller International Airport;United States
KMFR;Rogue Valley International Medford Airport;United States
KMGE;Dobbins Air Reserve Base;United States
KMGM;Montgomery Regional (Dannelly Field) Airport;United States
KMGW;Morgantown Municipal Walter L. Bill Hart Field;United States
KMHK;Manhattan Regional Airport;United States
KMHR;Sacramento Mather Airport;United States
KMHT;Manchester-Boston Regional Airport;United States
KMIA;Miami International Airport;United States
KMIB;Minot Air Force Base;United States
KMIE;Delaware County Johnson Field;United States
KMIV;Millville Municipal Airport;United States
KMKC;Charles B. Wheeler Downtown Airport;United States
KMKE;General Mitchell International Airport;United States
KMKG;Muskegon County Airport;United States
KMKL;McKellar-Sipes Regional Airport;United States
KMLB;Melbourne International Airport;United States
KMLC;Mc Alester Regional Airport;United States
KMLI;Quad City International Airport;United States
KMLS;Frank Wiley Field;United States
KMLU;Monroe Regional Airport;United States
KMMT;Mc Entire Joint National Guard Base;United States
KMMU;Morristown Municipal Airport;United States
KMMV;Mc Minnville Municipal Airport;United States
KMOB;Mobile Regional Airport;United States
KMOD;Modesto City Co-Harry Sham Field;United States
KMOT;Minot International Airport;United States
KMPV;Edward F Knapp State Airport;United States
KMQY;Smyrna Airport;United States
KMRB;Eastern WV Regional Airport/Shepherd Field;United States
KMRY;Monterey Peninsula Airport;United States
KMSL;Northwest Alabama Regional Airport;United States
KMSN;Dane County Regional Truax Field;United States
KMSO;Missoula International Airport;United States
KMSP;Minneapolis-St Paul International/Wold-Chamberlain Airport;United States
KMSS;Massena International Richards Field;United States
KMSY;Louis Armstrong New Orleans International Airport;United States
KMTC;Selfridge Air National Guard Base Airport;United States
KMTH;The Florida Keys Marathon Airport;United States
KMTJ;Montrose Regional Airport;United States
KMTN;Martin State Airport;United States
KMUI;Muir Army Air Field (Fort Indiantown Gap) Airport;United States
KMUO;Mountain Home Air Force Base;United States
KMWH;Grant County International Airport;United States
KMXF;Maxwell Air Force Base;United States
KMYL;McCall Municipal Airport;United States
KMYR;Myrtle Beach International Airport;United States
KMYV;Yuba County Airport;United States
KNBC;Beaufort MCAS - Merritt Field;United States
KNBG;New Orleans NAS JRB/Alvin Callender Field;United States
KNCA;New River MCAS /H/ /Mccutcheon Fld/ Airport;United States
KNDZ;Whiting Field Naval Air Station South Airport;United States
KNEL;Lakehurst Maxfield Field Airport;United States
KNEW;Lakefront Airport;United States
KNFG;Camp Pendleton MCAS (Munn Field) Airport;United States
KNFL;Fallon Naval Air Station;United States
KNFW;NAS Fort Worth JRB/Carswell Field;United States
KNGP;Corpus Christi Naval Air Station/Truax Field;United States
KNGU;Norfolk Naval Station (Chambers Field);United States
KNHK;Patuxent River Naval Air Station (Trapnell Field);United States
KNHZ;Brunswick Executive Airport;United States
KNID;China Lake Naws (Armitage Field) Airport;United States
KNIP;Jacksonville Naval Air Station (Towers Field);United States
KNJK;El Centro NAF Airport (Vraciu Field);United States
KNKT;Cherry Point MCAS /Cunningham Field/;United States
KNKX;Miramar Marine Corps Air Station - Mitscher Field;United States
KNLC;Lemoore Naval Air Station (Reeves Field) Airport;United States
KNMM;Meridian Naval Air Station;United States
KNPA;Pensacola Naval Air Station/Forrest Sherman Field;United States
KNQA;Millington-Memphis Airport;United States
KNQI;Kingsville Naval Air Station;United States
KNQX;Naval Air Station Key West/Boca Chica Field;United States
KNRB;Naval Station Mayport (Admiral David L. Mcdonald Field);United States
KNSE;Whiting Field Naval Air Station - North;United States
KNTD;Point Mugu Naval Air Station (Naval Base Ventura Co);United States
KNTU;Oceana Naval Air Station;United States
KNUQ;Moffett Federal Airfield;United States
KNUW;Whidbey Island Naval Air Station (Ault Field);United States
KNXP;Twentynine Palms (Self) Airport;United States
KNYG;Quantico MCAF /Turner field;United States
KNYL;Yuma MCAS/Yuma International Airport;United States
KNZY;North Island Naval Air Station-Halsey Field;United States
KOAJ;Albert J Ellis Airport;United States
KOAK;Metropolitan Oakland International Airport;United States
KOFF;Offutt Air Force Base;United States
KOFK;Karl Stefan Memorial Airport;United States
KOGB;Orangeburg Municipal Airport;United States
KOGD;Ogden Hinckley Airport;United States
KOKC;Will Rogers World Airport;United States
KOLF;L M Clayton Airport;United States
KOLM;Olympia Regional Airport;United States
KOLS;Nogales International Airport;United States
KOLU;Columbus Municipal Airport;United States
KOMA;Eppley Airfield;United States
KONP;Newport Municipal Airport;United States
KONT;Ontario International Airport;United States
KOPF;Miami-Opa Locka Executive Airport;United States
KOQU;Quonset State Airport;United States
KORD;Chicago O'Hare International Airport;United States
KORF;Norfolk International Airport;United States
KORH;Worcester Regional Airport;United States
KOSH;Wittman Regional Airport;United States
KOSU;The Ohio State University Airport - Don Scott Field;United States
KOTH;Southwest Oregon Regional Airport;United States
KOTM;Ottumwa Regional Airport;United States
KOWB;Owensboro Daviess County Airport;United States
KOWD;Norwood Memorial Airport;United States
KOXR;Oxnard Airport;United States
KOZR;Cairns AAF (Fort Rucker) Air Field;United States
KP-0002;Haeju Airfield;North Korea
KP-0012;Kwaksan Air Base;North Korea
KP-0015;Koksan Air Base;North Korea
KP-0020;Hwangju Airbase;North Korea
KP-0022;Pukchang Air Base;North Korea
KP-0025;Toksan Air Base;North Korea
KP-0032;Orang Airport;North Korea
KP-0035;Hwangsuwon Airbase;North Korea
KP-0036;Changjin Air Force Base;North Korea
KP-0038;Riwon Airbase;North Korea
KP-0039;Kwail Air Base;North Korea
KP-0041;Uthachi Highway Strip Airport;North Korea
KP-0068;Koksan 2 Highway Strip;North Korea
KPAE;Snohomish County (Paine Field) Airport;United States
KPAH;Barkley Regional Airport;United States
KPAM;Tyndall Air Force Base;United States
KPBF;Pine Bluff Regional Airport, Grider Field;United States
KPBG;Plattsburgh International Airport;United States
KPBI;Palm Beach International Airport;United States
KPDK;DeKalb Peachtree Airport;United States
KPDT;Eastern Oregon Regional At Pendleton Airport;United States
KPDX;Portland International Airport;United States
KPGA;Page Municipal Airport;United States
KPGV;Pitt Greenville Airport;United States
KPHF;Newport News Williamsburg International Airport;United States
KPHL;Philadelphia International Airport;United States
KPHX;Phoenix Sky Harbor International Airport;United States
KPIA;General Wayne A. Downing Peoria International Airport;United States
KPIB;Hattiesburg Laurel Regional Airport;United States
KPIE;St Petersburg Clearwater International Airport;United States
KPIH;Pocatello Regional Airport;United States
KPIR;Pierre Regional Airport;United States
KPIT;Pittsburgh International Airport;United States
KPKB;Mid Ohio Valley Regional Airport;United States
KPLN;Pellston Regional Airport of Emmet County Airport;United States
KPMD;Palmdale Regional/USAF Plant 42 Airport;United States
KPNA;Ralph Wenz Field;United States
KPNC;Ponca City Regional Airport;United States
KPNE;Northeast Philadelphia Airport;United States
KPNS;Pensacola International Airport;United States
KPOB;Pope Field;United States
KPOE;Polk Army Air Field;United States
KPOU;Dutchess County Airport;United States
KPQI;Presque Isle International Airport;United States
KPRB;Paso Robles Municipal Airport;United States
KPRC;Prescott Regional Airport - Ernest A. Love Field;United States
KPRX;Cox Field;United States
KPSC;Tri Cities Airport;United States
KPSM;Portsmouth International at Pease Airport;United States
KPSP;Palm Springs International Airport;United States
KPTK;Oakland County International Airport;United States
KPUW;Pullman Moscow Regional Airport;United States
KPVD;Theodore Francis Green State Airport;United States
KPVU;Provo Municipal Airport;United States
KPWK;Chicago Executive Airport;United States
KPWM;Portland International Jetport;United States
KPWT;Bremerton National Airport;United States
KRAL;Riverside Municipal Airport;United States
KRAP;Rapid City Regional Airport;United States
KRBL;Red Bluff Municipal Airport;United States
KRCA;Ellsworth Air Force Base;United States
KRDD;Redding Municipal Airport;United States
KRDG;Reading Regional Carl A Spaatz Field;United States
KRDM;Roberts Field;United States
KRDR;Grand Forks Air Force Base;United States
KRDU;Raleigh Durham International Airport;United States
KRFD;Chicago Rockford International Airport;United States
KRHI;Rhinelander Oneida County Airport;United States
KRIC;Richmond International Airport;United States
KRIL;Garfield County Regional Airport;United States
KRIV;March ARB Airport;United States
KRIW;Riverton Regional Airport;United States
KRKS;Southwest Wyoming Regional Airport;United States
KRME;Griffiss International Airport;United States
KRMG;Richard B Russell Airport;United States
KRND;Randolph Air Force Base;United States
